order_id,order_timestamp,store_id,store_location_city,customer_id,customer_email,product_category,product_sku,quantity_sold,sale_amount
19752d14-4f6a-428a-aeb5-05673e478b02,2026-05-13T20:41:05.176Z,13190645,New Mathewshire,Personal Loan Account,Lisa.Johnston@gmail.com,Sports,vespillo,4,958.18
eff59bdc-676f-4f85-93ea-fafd1bb8504e,2026-06-22T19:22:40.684Z,66013372,Bayerhaven,Personal Loan Account,June_OConnell49@gmail.com,Jewelry,copiose,6,3064.07
589db795-0d52-431a-b947-482504c523e7,2026-06-18T21:42:39.071Z,89305316,Scotstead,Home Loan Account,Arturo_Rippin60@yahoo.com,Sports,vesper,1,652.05
1bc167a7-ded3-484e-986d-8a597d96bf1e,2026-07-01T15:34:16.124Z,26437286,Fort Orvillefurt,Checking Account,Nina_Russel@hotmail.com,Music,claustrum,10,1999.99
54e2442e-7142-453f-92ab-f82e28790c2e,2026-04-04T14:38:06.046Z,64299597,Port Amieburgh,Home Loan Account,Ernesto4@hotmail.com,Home,aedificium,4,4802.86
b1148c15-ee47-4885-90ce-7894c519fb3b,2026-04-07T19:51:25.184Z,62002287,East Rozella,Home Loan Account,Therese_Paucek@hotmail.com,Kids,apparatus,10,1134.89
841281eb-000a-45fc-bae1-020953607560,2026-06-01T09:01:50.890Z,22971063,Mohrcester,Home Loan Account,Hannah_Osinski7@gmail.com,Books,vesco,2,3987.96
c64ecb71-2003-49ac-bb4d-08e9e3f2890b,2026-05-16T20:54:25.055Z,34894012,Aufderharside,Home Loan Account,Emil.Donnelly42@yahoo.com,Shoes,tum,7,1779.17
56714de9-c102-4e10-a3e0-8e9c2b0de7f6,2026-04-19T18:41:38.858Z,94193758,East Phillipfurt,Checking Account,Abdul25@hotmail.com,Beauty,comis,10,548.66
1943671e-786a-4214-b063-56969bd2e82a,2026-06-28T16:09:36.295Z,11628198,East Rocky,Investment Account,Elvis19@yahoo.com,Music,iure,3,4835.66
21b8bd11-b494-40c7-979a-7b81ab6d4db5,2026-05-13T16:00:10.981Z,36542906,Maricopa,Money Market Account,Calvin_Koch49@gmail.com,Kids,vinculum,2,3599.87
a1220278-bd06-4541-98d1-4196e2c5deb1,2026-06-24T10:49:17.155Z,51618916,Rogahnhaven,Money Market Account,Javonte.Lowe90@yahoo.com,Shoes,amo,8,3775.91
d285ce70-d013-499e-9d73-41b60c721ad3,2026-04-06T17:07:57.561Z,10515326,Dearborn Heights,Checking Account,Lee45@hotmail.com,Electronics,creator,9,4324.71
cf0fc88b-476d-43c6-bcf4-e4a355b4fe6a,2026-06-02T22:37:47.910Z,10980906,North Eunaberg,Checking Account,Carlton_Blanda73@hotmail.com,Sports,chirographum,1,1743.81
6bf0dd11-c1a0-4ec8-8dc4-f4cc121fc079,2026-06-12T09:56:56.307Z,82709526,Fort Bryanchester,Home Loan Account,Scottie_Walsh@gmail.com,Grocery,annus,1,3483.06
06b1bb53-5814-4811-8375-4f0f19b06ed5,2026-05-27T08:01:29.276Z,30515871,Lake Herthastad,Checking Account,Ollie.Robel@gmail.com,Garden,auditor,1,3824.76
9420da7f-53c3-4e5a-a1eb-e51beee5155b,2026-04-04T09:02:17.975Z,43760228,Thornton,Home Loan Account,Maye.Hoeger44@yahoo.com,Garden,natus,1,135.64
8b753be6-eefe-4bc2-8d09-fff6b9ee2eca,2026-05-04T15:45:26.776Z,42104385,North Mallie,Auto Loan Account,Cheryl.Ullrich4@yahoo.com,Tools,voluptatum,5,4264.55
412f0042-e162-4689-9fe7-d14d4e788333,2026-06-20T19:01:25.382Z,38270140,Lubbock,Credit Card Account,Franklin_Stroman26@hotmail.com,Games,fugit,7,1354.76
d8953819-30e0-40bf-8876-e645a538768d,2026-06-11T04:00:13.268Z,81046472,Okunevafurt,Home Loan Account,Patrick38@hotmail.com,Garden,tandem,2,914.81
5b68ff6c-142e-4d99-a40e-aceaa5e00973,2026-04-17T23:54:36.212Z,54419038,Fort Jettieworth,Credit Card Account,Rylan.MacGyver@hotmail.com,Automotive,cilicium,6,3541.15
05c4656e-4959-4bc0-ab82-5716e638af62,2026-04-28T03:49:32.628Z,808436,New Mindyshire,Investment Account,Jodi.Kris38@yahoo.com,Books,terga,3,4608.6
69e994d6-f5b5-45b8-8659-7eade3f36042,2026-04-22T13:11:00.215Z,14469759,South Sister,Savings Account,Agustin.Lubowitz13@hotmail.com,Games,verto,10,4876.74
2323b75b-5524-428a-a637-c6737616d832,2026-04-06T05:11:34.844Z,1131465,Port Walter,Savings Account,Tommie69@gmail.com,Automotive,magni,1,1481.25
bc2d1b27-2056-4b9a-8001-b534506c3dfb,2026-05-15T22:19:26.125Z,5917408,Lenexa,Personal Loan Account,Austin_Nolan0@yahoo.com,Electronics,ratione,1,4689.23
91067303-8a8f-4134-bfcd-64658272a5ed,2026-05-03T08:18:46.974Z,52761601,Weberville,Auto Loan Account,Electa_Heathcote@gmail.com,Games,coniuratio,3,2651.48
0503c3d0-aa77-4761-a09a-c1457278efce,2026-06-07T18:40:22.011Z,19254531,Lake Sergio,Money Market Account,Terry36@gmail.com,Industrial,quibusdam,3,83.78
2fac4df5-1f76-4e57-8f1b-a7b8be11c4c9,2026-06-11T08:41:57.763Z,34877142,Pourosview,Personal Loan Account,Kaitlin_Sawayn@hotmail.com,Clothing,vehemens,2,4345.59
b46387aa-23aa-440d-852b-1f9bd4369e22,2026-06-18T12:44:46.870Z,8932666,West Gissellemouth,Credit Card Account,Christina93@yahoo.com,Games,turbo,8,4835.21
3e8f2c96-3662-455d-85c3-0872e8078b27,2026-04-28T08:14:06.390Z,59315455,Port Ciaratown,Home Loan Account,Lilian_Volkman@hotmail.com,Industrial,caveo,9,678.91
41184ae5-643d-42d8-a4b0-47e921441412,2026-05-28T19:09:23.585Z,38754986,Dietrichton,Home Loan Account,Jordan.Luettgen@hotmail.com,Music,bene,10,2788.73
5cbc93fc-cbf8-4422-a643-9838c3347739,2026-05-07T16:29:42.317Z,732794,Fort Leo,Checking Account,Presley.Walker64@hotmail.com,Clothing,tametsi,5,982.52
9b579896-892e-4041-b0c6-b6b1c0e444e9,2026-04-28T00:53:24.863Z,56349588,Lake Diannaview,Money Market Account,Jordy_Huel60@yahoo.com,Automotive,textus,3,3714.5
426631a7-9a2b-4979-b308-333e70396490,2026-04-19T02:20:23.478Z,63431229,Margareteside,Checking Account,Crystal83@gmail.com,Home,aer,3,1920.85
05073293-8fe0-4193-a54c-9953ca43b5e8,2026-06-03T21:19:43.187Z,60502816,Port Beulahstead,Personal Loan Account,Iva96@gmail.com,Games,vel,8,134.78
94e134cc-ad5f-433f-9f9d-914172c8b038,2026-06-15T17:51:40.483Z,35374398,Deckowhaven,Money Market Account,Domingo.Fisher@hotmail.com,Games,voveo,1,152.1
94e3ac11-7030-4c68-b70a-cd245095ef65,2026-05-08T17:59:46.402Z,104659,Nashville-Davidson,Money Market Account,Mindy33@yahoo.com,Jewelry,amoveo,5,468.15
e947428e-8823-4b75-9844-7d8f1a02542f,2026-05-21T17:05:40.567Z,16682510,Jordanetown,Personal Loan Account,Kylie_Glover3@gmail.com,Outdoors,strenuus,5,4096.48
f5978112-0559-4fa6-b9d7-edbcd0f0bbae,2026-04-14T17:07:03.138Z,95983550,South Maria,Investment Account,Rochelle.Muller31@hotmail.com,Toys,annus,3,3681.27
63dff8ec-4eb8-4643-b347-98809ca28e76,2026-05-14T16:27:34.887Z,74236202,Creminton,Credit Card Account,Louis.Koss97@yahoo.com,Grocery,nostrum,2,191.43
39819e70-4003-429d-a01d-98887a8c0a9e,2026-06-09T03:05:23.341Z,28029283,New Franceshaven,Home Loan Account,Marlene_Lang@yahoo.com,Computers,adulatio,5,1238.06
fa6c606c-6a24-45ce-8210-7d91beda9a65,2026-04-06T20:26:25.066Z,89263191,Noahside,Personal Loan Account,Kelly.Shanahan18@hotmail.com,Sports,asporto,7,4454.29
3ab5c5b9-4141-45e5-8871-ad53a0a9edbf,2026-04-12T13:22:06.228Z,32435490,North Jaeden,Personal Loan Account,Montana.Johnston11@gmail.com,Computers,commodi,3,783.68
3e2a4c7b-03b1-484d-af8f-3c6b30552bac,2026-05-31T09:05:52.232Z,13667812,Colorado Springs,Auto Loan Account,Thora.Kunze13@gmail.com,Beauty,modi,2,1031.37
8daddfaa-6ad8-4847-9bd5-37594074d712,2026-04-11T06:31:40.161Z,26225987,New Gino,Personal Loan Account,Yasmine_OKeefe38@hotmail.com,Garden,colo,10,29.74
fc6cb425-bb4f-4541-8fa8-b02ab6f18d4e,2026-05-22T22:54:21.564Z,86904281,Port Anjali,Investment Account,Chris54@gmail.com,Baby,accedo,7,841.19
3c2b934b-6da9-46e8-b21d-c3b3900ee2b5,2026-06-30T21:58:15.220Z,6897765,Bothell,Savings Account,Leif.Hickle-Mohr@gmail.com,Tools,tergeo,10,2192.15
ae66c304-8fe6-4a8b-97a0-077a07eba622,2026-05-29T20:27:38.637Z,6863920,Corneliusside,Personal Loan Account,Kelton81@hotmail.com,Health,expedita,9,3349.64
df526014-57cb-4949-8819-a9cbd65de6cd,2026-05-06T13:38:23.839Z,17882746,Fremont,Savings Account,Jettie77@gmail.com,Sports,derelinquo,1,4660.54
4594f344-0965-417a-b4a2-cb148678b15d,2026-07-01T13:28:06.679Z,37682522,South Estebanmouth,Investment Account,Ottis_Gleichner-Sipes52@hotmail.com,Garden,contego,8,2481.66
f30d3bdf-3e0e-420f-98c2-9a5740dfeda4,2026-06-24T11:29:01.488Z,39881565,South Christa,Auto Loan Account,Carroll75@yahoo.com,Grocery,quia,4,2732.92
de70c2c0-7f8f-40a3-b783-3a96229ce31c,2026-05-25T03:23:49.787Z,60477451,Gottliebville,Home Loan Account,Miller3@hotmail.com,Electronics,uterque,5,3474.18
f001c31d-e1db-4316-8f01-127ff8637efe,2026-06-12T05:56:20.129Z,29509299,Port Bettestead,Personal Loan Account,Bettye_Jast6@yahoo.com,Garden,non,4,4006.19
326626d7-0c7e-487e-a757-58fdaf36d1a8,2026-05-04T19:54:01.073Z,34551805,Dachworth,Auto Loan Account,Maximillian_Boyer90@gmail.com,Baby,validus,4,682.67
1cf85e5f-19ac-4782-b336-6a68cca7a390,2026-05-08T00:02:11.452Z,7875070,Starkfield,Personal Loan Account,Santiago_Schultz@gmail.com,Games,soluta,4,4996.05
1b6315a2-bdcf-4afc-9ede-1790b527ed01,2026-04-08T17:43:32.289Z,15842394,Wiegandville,Personal Loan Account,Vanessa.Howe@yahoo.com,Computers,ater,10,539.21
518afcfb-7c33-4544-81af-24c128a52156,2026-05-18T02:35:01.891Z,88331919,Adamstead,Home Loan Account,Janis.Rohan46@yahoo.com,Garden,subiungo,6,4316.78
80e9f13e-ea18-47a7-a756-d54eec791c2a,2026-05-16T14:24:14.046Z,83925273,Port Josefinaberg,Auto Loan Account,Marco27@hotmail.com,Sports,tutamen,4,840.22
7ca57f34-8b75-41eb-afc1-e65d3f5812d4,2026-05-21T13:11:38.001Z,61249223,New Evangeline,Credit Card Account,Meghan.White43@gmail.com,Music,stabilis,5,3101.02
a6ba930b-16e1-461f-b742-71d0e1758718,2026-05-17T09:59:57.760Z,72643813,Lindland,Personal Loan Account,Walker_Fisher49@hotmail.com,Tools,coniecto,7,4937.15
8172df8d-c6d6-4e70-8c05-ff75390e2102,2026-06-24T18:31:42.825Z,90680379,Cleveland,Home Loan Account,Maryann_Ebert@hotmail.com,Outdoors,spoliatio,5,1504.01
3b264c3d-0d58-49dd-abd6-5eb6e8ec0c7c,2026-05-04T05:56:22.700Z,33502527,New Paulineshire,Credit Card Account,Faith_Skiles39@yahoo.com,Baby,alo,7,788.37
728e96df-8739-45e4-b308-171fe2f26b7f,2026-04-06T03:38:27.776Z,95371296,North Coreyborough,Checking Account,Jo_Tillman64@yahoo.com,Baby,adulatio,2,887.03
75f06c66-52dc-468b-8e9a-29c3861290cd,2026-04-24T04:38:43.167Z,42515753,North Micheleburgh,Savings Account,Tomas.OConner@gmail.com,Outdoors,despecto,6,4178.47
f938c41c-5d1f-4b46-9b89-635a2e4f5e39,2026-06-10T17:21:01.808Z,686608,Chattanooga,Checking Account,Lyle_Hoeger74@hotmail.com,Movies,callide,3,93.07
08294d5a-0827-488c-b347-a28af3a91616,2026-04-13T07:49:25.551Z,1436505,Huntsville,Investment Account,Cynthia.Franey@gmail.com,Sports,versus,5,215.63
ad5580b5-137e-4cb0-b5da-b2e2676058be,2026-05-22T15:36:57.034Z,4485814,North Shainahaven,Money Market Account,Steve_Hammes80@yahoo.com,Home,condico,8,3156.66
d4e7df41-d908-4688-8b0e-3a6cbc449433,2026-04-07T22:20:58.199Z,90094300,Port Jarrell,Personal Loan Account,Adam.Bogan@gmail.com,Toys,creptio,6,233.13
94137f17-55ed-45d5-9e72-7419c5b343f6,2026-05-19T12:07:48.841Z,25766880,Quigleyborough,Home Loan Account,Jarrod99@gmail.com,Beauty,conforto,3,1822.18
01515283-f56b-41e9-a622-ceea13e6f8fa,2026-06-11T23:07:29.409Z,48775119,Lake Lindsay,Money Market Account,Ali39@gmail.com,Music,ventus,2,3356.95
b2ef66b9-b1d3-4869-8021-f034d240443c,2026-04-04T09:06:15.284Z,73277002,Jakubowskiburgh,Investment Account,Archie_Terry80@gmail.com,Garden,vigilo,1,2892.1
ebf13357-3b26-4b50-8770-781a141b60c1,2026-05-04T21:27:41.633Z,10253739,Chicopee,Investment Account,Forrest34@yahoo.com,Jewelry,venia,6,2556.67
8290afb9-bf78-4a99-843d-ba93044e3534,2026-06-14T00:27:04.592Z,56214755,Madera,Investment Account,Taylor.Walker@gmail.com,Electronics,spiritus,2,3922.24
774a24ef-2f69-42ed-b513-c3768bee4cad,2026-06-30T00:50:55.298Z,37297078,Pinellas Park,Personal Loan Account,Lucille83@gmail.com,Kids,similique,9,4557.14
24e76b58-969f-4b65-ba9e-26c93ae15c25,2026-04-11T07:01:48.605Z,94343072,Port Torrey,Auto Loan Account,Ben.Witting@hotmail.com,Beauty,expedita,4,2920.25
563d297f-43f3-49cc-8fd7-faa0325dc06a,2026-06-08T16:51:31.403Z,29676759,West Lorenzo,Auto Loan Account,Homer_Dickinson@yahoo.com,Health,curvo,2,203.05
c0ebcab6-8ecc-4c91-b6ab-d421de0931a5,2026-04-25T05:03:44.417Z,86234780,Fort Brian,Credit Card Account,Sherman34@hotmail.com,Books,damno,9,3296.1
0a080e58-446a-4004-8f26-2ed6fc9b03a2,2026-05-09T10:07:59.327Z,59033581,Lake Kathryn,Personal Loan Account,Charlie_Kuphal73@gmail.com,Health,dolores,7,2469.34
e9ccd671-be5c-4c2e-9d4a-5d7be4f9e871,2026-06-26T23:17:00.641Z,74822996,Coltonstead,Savings Account,Bobbie.Thompson97@yahoo.com,Garden,tredecim,3,2881.29
87087ec8-9464-4b00-bad2-154003bb04fe,2026-06-12T00:32:20.916Z,33498669,Schimmelside,Money Market Account,Cayla.Grady@yahoo.com,Movies,sumptus,9,1302.18
a1658431-cce1-40bb-9faf-147ec80b32b9,2026-04-07T08:50:25.566Z,31500697,Fort Ronnie,Money Market Account,Belinda_Johnson20@yahoo.com,Sports,adsum,1,861.81
02c6caae-bf37-4047-aa8e-e2d48a9b7273,2026-05-08T05:30:52.996Z,62202038,North Elvirastead,Checking Account,Esperanza_Rowe@hotmail.com,Outdoors,error,4,3221.12
1ded3d38-6bb1-4a4c-9809-55ef27ca5386,2026-06-22T18:15:05.117Z,89007684,Lake Karlborough,Investment Account,Marcelino_Jaskolski67@hotmail.com,Industrial,tabesco,6,3363.34
b6e2d62b-89b1-44b3-8961-0f26b6b21b23,2026-05-28T20:52:18.482Z,32117859,Port Charleyfield,Home Loan Account,Ruby.Champlin52@yahoo.com,Baby,canto,8,3496.93
5599bfb2-9cda-497d-8644-13653de47a5a,2026-05-29T18:05:41.349Z,3221861,Tamiami,Credit Card Account,Natasha82@gmail.com,Beauty,claustrum,2,3791.33
90b87401-894e-47a7-9ea9-58130335eb85,2026-06-18T08:25:16.522Z,98996385,Darrellview,Money Market Account,Chelsea.Beahan86@hotmail.com,Jewelry,tego,9,583.6
872cabc1-c89b-4a83-8436-d90e298dd00a,2026-05-09T05:24:29.101Z,13852549,Germantown,Home Loan Account,Calvin22@yahoo.com,Outdoors,aequitas,5,2596.82
cbfa201d-9923-4db1-888e-aadbb13be9cb,2026-06-17T15:40:45.661Z,87543983,Fort Enid,Credit Card Account,Tammy.Senger86@gmail.com,Sports,vilicus,10,1596.22
fe94da20-df08-4546-8f56-188c294fdb54,2026-04-14T00:14:54.311Z,42059899,Willhaven,Personal Loan Account,Enid.Powlowski66@yahoo.com,Industrial,compello,4,4799
01ce6d1e-1ccc-4374-9992-005141e179ce,2026-06-14T13:29:05.192Z,40699670,East Elvira,Checking Account,Luke22@yahoo.com,Books,cunae,6,4854.99
3c830fa7-8606-431e-949c-f34be977b617,2026-04-04T04:05:02.181Z,48204989,West Leilanicester,Money Market Account,Wendell.Pollich@gmail.com,Home,termes,2,2733.34
9812c16c-df6f-49d6-b0db-adab7e92e719,2026-05-29T23:18:27.951Z,57016558,Lake Elias,Investment Account,Chelsea.Thiel80@hotmail.com,Health,dedico,6,3823.04
5e0a3ea6-69ee-4c1c-9ece-de072e85a169,2026-04-08T09:24:01.904Z,63382372,West Babylon,Checking Account,Samantha.Powlowski28@gmail.com,Beauty,vespillo,10,4193.52
b937c730-ed2c-4cd1-b49c-7335b4e184f8,2026-06-24T14:24:22.061Z,63906720,Feltonstead,Home Loan Account,Diane.Leuschke7@yahoo.com,Automotive,vehemens,8,4926.67
7014152e-2a36-4723-8465-111368d1d34d,2026-05-28T00:18:06.855Z,36281529,Andresberg,Credit Card Account,Greyson14@hotmail.com,Jewelry,urbanus,3,3321.01
54c0cecf-d450-444e-9e1e-cdb56e8bac68,2026-06-16T05:05:41.770Z,98986597,Alexberg,Credit Card Account,Mikayla.Mante81@yahoo.com,Toys,vinitor,9,2493.98
b0fc8ca7-4f15-41c6-b905-6ccfdefbec65,2026-06-05T21:51:58.837Z,81369246,East Geraldine,Home Loan Account,Lenore_McClure@gmail.com,Electronics,una,8,3122.86
30e0b172-85b6-4b1c-9580-ce30f240333b,2026-06-21T04:51:06.898Z,538191,Millerboro,Investment Account,Nicole30@gmail.com,Electronics,deripio,10,4786.58
a9ddc3d5-6033-4a9e-873e-a0b3877a4cc2,2026-06-21T01:42:05.962Z,42419435,South Reginaldton,Auto Loan Account,Kerry57@hotmail.com,Tools,soleo,10,107.31
9b073b17-ca80-4721-8a61-e7c28820c810,2026-06-11T16:15:38.811Z,17515502,Lake Sherwood,Credit Card Account,Rosario_McCullough90@hotmail.com,Games,curso,1,1845.16
e76cbae0-a7ad-4775-942d-541aad72e8c2,2026-06-19T20:07:52.322Z,75394290,Savionchester,Savings Account,Andre_Boyle5@gmail.com,Electronics,peccatus,6,1971.11
9c66c753-9dd6-4ab8-8640-83c60de17ab5,2026-04-30T14:10:52.633Z,49693465,Logan,Money Market Account,Jolie_Wintheiser80@hotmail.com,Movies,deleo,7,426.2
4e5a7d14-5df2-43ac-89cd-72cf05c75c92,2026-05-27T08:34:06.965Z,11337039,Lake Scottberg,Investment Account,Tracy.Runte@yahoo.com,Grocery,cultellus,2,2342.6
a3b16eb7-386d-4152-b833-14ebfcbcb27c,2026-05-01T05:15:27.356Z,10625337,Hauck-Herzogburgh,Checking Account,Israel.Hilpert-Gleason16@hotmail.com,Toys,quos,1,997.12
e74775af-ca56-435b-8fcc-3398bc233915,2026-06-09T22:36:26.547Z,3297005,Des Moines,Personal Loan Account,Phyllis_Schmitt34@gmail.com,Computers,statua,6,1491.13
03732beb-9c84-4e0a-a8d6-a9af4f9960d3,2026-04-10T09:11:32.440Z,23981123,East Aryanna,Checking Account,Gregg44@hotmail.com,Kids,speculum,1,4596.56
f782726a-e732-48d6-b9f0-50295793ed14,2026-05-16T02:42:40.311Z,37036436,Samuelport,Money Market Account,Grace.Abshire@yahoo.com,Toys,denique,5,1413.19
2c981cab-4eda-4cce-b9fc-856245f19428,2026-04-27T20:55:48.725Z,93758564,Cleveland,Credit Card Account,Tod.Murray@gmail.com,Shoes,degenero,2,4185.76
cb57f8bd-5860-43af-a15e-4042bd8c0759,2026-04-05T20:05:08.114Z,47589479,Trantowstead,Money Market Account,Madelyn_Hammes@gmail.com,Jewelry,termes,2,2225.62
96fa3c6e-15f4-4c24-a2f0-5249352a60ec,2026-04-23T04:57:45.391Z,50773708,Fort Rodstead,Home Loan Account,Lamont_Rutherford25@hotmail.com,Computers,demonstro,8,4695.11
2f40d035-7283-40ad-8456-5b2d49e42201,2026-04-28T15:16:23.013Z,32614157,Riverview,Personal Loan Account,Izaiah2@hotmail.com,Games,callide,7,3234.09
eac7bb85-ce20-4c4a-b921-4324756b1c19,2026-04-28T19:53:23.190Z,18857795,Binsborough,Credit Card Account,Wellington53@hotmail.com,Electronics,viscus,7,905.33
0390f4e2-0aa3-4199-bd78-b81f562419e6,2026-06-10T06:06:53.393Z,33857883,Port Nils,Credit Card Account,Eliane.Roob@hotmail.com,Kids,curriculum,8,945.22
4dd928bc-5490-4e44-b1aa-7d652b1315b9,2026-04-27T22:18:10.290Z,73063364,Kelleyburgh,Money Market Account,Danielle76@hotmail.com,Movies,argumentum,10,604.59
14527886-93f5-4f22-bd0d-f2ab5d205d7b,2026-04-03T18:07:32.478Z,18409973,East Amos,Investment Account,Hardy_Stracke@gmail.com,Games,aurum,7,4085.4
1fa17db9-b051-442b-8ccd-4e8d462bd2c4,2026-05-01T18:26:01.118Z,42337876,Garryside,Auto Loan Account,Michele40@hotmail.com,Games,soleo,10,4013.11
9b4797c2-a7bb-4dd3-ad0f-45119f579988,2026-04-22T14:45:44.644Z,16175300,Lake Eusebio,Home Loan Account,Jason9@yahoo.com,Garden,doloremque,10,3507.88
4be35a53-b5ac-45ce-a6d9-c18103a64407,2026-05-19T18:01:33.291Z,27619115,Lakinside,Checking Account,Diamond_Hilll4@gmail.com,Automotive,carus,7,230.35
0b922c9a-2682-4ada-91c9-942dd977ec71,2026-05-28T20:17:04.183Z,8706258,West Enriqueville,Personal Loan Account,Joanna_Kuvalis98@hotmail.com,Automotive,tabernus,3,4490.82
dcb76618-d613-4504-b528-181c7dbe6ef2,2026-06-26T06:50:16.796Z,99686579,Prosaccoborough,Checking Account,Dallin.Morissette@gmail.com,Movies,crux,3,1646.42
c2b151b7-7e97-4947-a4f0-05257867f23a,2026-06-29T10:01:33.264Z,64723817,Fort Shelley,Auto Loan Account,Elwin.Romaguera@yahoo.com,Industrial,ultra,5,862.45
549b98e8-a4ce-4ce3-97cb-d5df0ae4192e,2026-04-27T06:32:23.628Z,24214956,Schulistbury,Money Market Account,Leroy.Tillman@gmail.com,Electronics,dapifer,3,4940.61
8c4a7443-c734-4636-a072-949fe52df2a6,2026-04-19T03:32:33.524Z,18578336,Plantation,Credit Card Account,Julio_Hackett30@hotmail.com,Movies,peior,9,1262.6
cdf52afc-3888-438e-a796-c9f65908dd97,2026-06-15T17:50:51.688Z,90682321,McAllen,Checking Account,Duane95@hotmail.com,Grocery,summa,9,4755.4
3e59729f-e997-4914-bce2-be8961fc2d4e,2026-06-15T21:47:04.017Z,39843435,Fishershire,Personal Loan Account,Pamela_Rodriguez60@gmail.com,Garden,acervus,6,2582.23
c78b769e-0e38-45c5-b3b8-ce580a64dcbe,2026-04-05T04:12:49.628Z,19403771,Euless,Home Loan Account,Carissa.Deckow@yahoo.com,Computers,pel,9,1606.57
2e97ecdb-0eb2-45cc-a3a2-e29b39aa630e,2026-05-24T17:43:00.961Z,38020353,Trantowborough,Investment Account,Troy_Heller@yahoo.com,Clothing,clarus,6,2823.01
448b2fbf-6953-4ffc-bd90-3d67b4216e40,2026-04-18T04:18:57.067Z,68039917,Kshlerinworth,Checking Account,Randolph.Wisoky84@hotmail.com,Outdoors,derelinquo,7,4776.64
3e051d7f-9787-4c7d-b65b-9181ed7b96f8,2026-06-14T23:11:17.753Z,20494622,Ericbury,Credit Card Account,Lora70@yahoo.com,Music,apostolus,5,882.73
311f6987-42c0-41e0-90cc-8e68b88495a1,2026-05-12T16:17:35.147Z,72579061,Karlfield,Credit Card Account,Richie71@hotmail.com,Electronics,ullus,1,709.85
1a53ff8b-4a5b-423d-bb7c-acc336252477,2026-04-14T06:41:01.453Z,55592700,Keller,Home Loan Account,Coleman.Grimes@gmail.com,Outdoors,pecto,1,3243.02
